Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-13 00:00:00+05:30,90.5169890889086,91.09598752780431,87.8149865575758,89.2142333984375,3790775,0.0,0.0
2023-02-14 00:00:00+05:30,89.45548513303572,89.98623800724688,87.71848978195007,88.73173522949219,2642524,0.0,0.0
2023-02-15 00:00:00+05:30,88.10448763792992,90.08273287681594,88.10448763792992,88.92473602294922,2325721,0.0,0.0
2023-02-16 00:00:00+05:30,89.16598510742188,90.46873339584923,88.87648221560941,89.16598510742188,2745268,0.0,0.0
2023-02-17 00:00:00+05:30,89.02123734979111,89.4554843431369,87.91148603501725,88.58699035644531,2573549,0.0,0.0
2023-02-20 00:00:00+05:30,88.92473938700759,88.97298496303125,86.84998819650697,87.57373809814453,1887908,0.0,0.0
2023-02-21 00:00:00+05:30,87.57373395404444,88.00798092953197,86.22273272911248,86.60873413085938,1882074,0.0,0.0
2023-02-22 00:00:00+05:30,86.31923943808813,86.31923943808813,84.82349398749484,85.59548950195312,1653756,0.0,0.0
2023-02-23 00:00:00+05:30,85.45074658651892,87.23599498120466,84.34099519662286,86.1262435913086,2854950,0.0,0.0
2023-02-24 00:00:00+05:30,86.560493606448,87.81499650141438,85.49899512121169,86.17449951171875,4846310,0.0,0.0
2023-02-27 00:00:00+05:30,86.17449066226541,87.1394905247214,84.77523644428543,85.64373779296875,3600934,0.0,0.0
2023-02-28 00:00:00+05:30,85.93323981501503,86.36748680371917,85.16123698802477,85.8849868774414,1957730,0.0,0.0
2023-03-01 00:00:00+05:30,86.31923066728994,88.49048025507676,86.0779807130914,88.00798034667969,3530583,0.0,0.0
2023-03-02 00:00:00+05:30,88.00798901925938,89.06949481222846,87.5737420038557,88.15274047851562,1872825,0.0,0.0
2023-03-03 00:00:00+05:30,89.06948484269608,89.50373180949457,86.12623249592873,87.09123229980469,2898146,0.0,0.0
2023-03-06 00:00:00+05:30,87.62199454462385,90.70999130363124,87.23599310915667,90.32398986816406,6412158,0.0,0.0
2023-03-08 00:00:00+05:30,90.1309846242391,97.3202303354032,89.45548033309205,94.28047943115234,27795894,0.0,0.0
2023-03-09 00:00:00+05:30,95.39023710882195,98.42998821742117,95.19724007687098,95.92098999023438,16968831,0.0,0.0
2023-03-10 00:00:00+05:30,95.19723711663612,96.49998544770723,93.26723740768196,95.87273406982422,5850737,0.0,0.0
2023-03-13 00:00:00+05:30,96.49997808994391,98.9124775421925,93.41198173601133,94.08747863769531,15993036,0.0,0.0
2023-03-14 00:00:00+05:30,94.85948280160721,96.59647801533816,93.79797713712455,95.39022827148438,7470791,0.0,0.0
2023-03-15 00:00:00+05:30,96.4034883262583,97.7544896145,95.72798400095509,96.78948974609375,6531113,0.0,0.0
2023-03-16 00:00:00+05:30,96.69299074398874,99.10549058652704,94.18399238022197,98.1887435913086,9494257,0.0,0.0
2023-03-17 00:00:00+05:30,99.29848114422754,102.6277275177226,98.91247975077606,99.87747955322266,18433640,0.0,0.0
2023-03-20 00:00:00+05:30,99.4914893186617,101.42148914002223,96.01749111268579,98.91249084472656,8947346,0.0,0.0
2023-03-21 00:00:00+05:30,99.82923282124698,101.71098697036298,99.53973727994313,101.13198852539062,5206335,0.0,0.0
2023-03-22 00:00:00+05:30,101.71098502941878,101.85573647849075,100.79423076020595,101.22848510742188,4001083,0.0,0.0
2023-03-23 00:00:00+05:30,100.69773147033912,103.2067295728668,100.16698597766153,102.24172973632812,6908268,0.0,0.0
2023-03-24 00:00:00+05:30,102.1934879537326,102.96548343418918,97.60973856009726,98.33348846435547,5304988,0.0,0.0
2023-03-27 00:00:00+05:30,98.67123377503356,98.86423079835187,94.76298147273923,97.89923095703125,5859018,0.0,0.0
2023-03-28 00:00:00+05:30,97.17547515757948,100.07047450522174,95.1972300207757,99.20198059082031,6055148,0.0,0.0
2023-03-29 00:00:00+05:30,99.34673606542337,104.17173553168706,98.67123908509242,103.11023712158203,6917455,0.0,0.0
2023-03-31 00:00:00+05:30,103.25498357307202,104.70248334278799,100.60123399525942,102.38648223876953,6102915,0.0,0.0
2023-04-03 00:00:00+05:30,103.20673370361328,104.70248645506004,102.04873679836497,103.20673370361328,6487321,0.0,0.0
2023-04-05 00:00:00+05:30,103.68923447582885,103.93048444656124,101.13199067595754,102.19348907470703,2944816,0.0,0.0
2023-04-06 00:00:00+05:30,102.24173360758044,105.42623613368102,101.37323961170279,104.99198913574219,7045071,0.0,0.0
2023-04-10 00:00:00+05:30,105.0402391843742,105.47449356316744,102.33824384213158,103.7857437133789,2861621,0.0,0.0
2023-04-11 00:00:00+05:30,103.88223731336943,104.75073866746622,102.9654830209032,103.833984375,2566279,0.0,0.0
2023-04-12 00:00:00+05:30,103.25498857804293,104.89548545162661,102.28998868479019,103.11023712158203,2763062,0.0,0.0
2023-04-13 00:00:00+05:30,102.57949087417923,104.3164862523635,102.28998796329942,103.73748779296875,2727990,0.0,0.0
2023-04-17 00:00:00+05:30,103.2549864811443,106.92198894598131,102.96548357410173,105.76398468017578,6014972,0.0,0.0
2023-04-18 00:00:00+05:30,105.66748327631849,106.63248312359082,104.4612334672281,105.3297348022461,2322761,0.0,0.0
2023-04-19 00:00:00+05:30,105.95699295218277,108.07998980701745,105.18499008004378,105.57099151611328,5188546,0.0,0.0
2023-04-20 00:00:00+05:30,105.76397923670207,110.00997993472578,104.75073383893245,109.38272857666016,7507873,0.0,0.0
2023-04-21 00:00:00+05:30,110.00998099574959,110.49248091239761,108.07998132915749,109.52748107910156,3862967,0.0,0.0
2023-04-24 00:00:00+05:30,109.72048433577743,111.9399870234293,109.38273584740385,111.55398559570312,4912225,0.0,0.0
2023-04-25 00:00:00+05:30,111.74698876880716,116.1377337943811,110.5407389218311,113.96648406982422,9742365,0.0,0.0
2023-04-26 00:00:00+05:30,114.01473166870373,115.31747996994994,111.746983535073,114.64198303222656,4580850,0.0,0.0
2023-04-27 00:00:00+05:30,114.2559766739197,116.37897326819014,111.07147442014995,112.13297271728516,4396675,0.0,0.0
2023-04-28 00:00:00+05:30,113.14623439397198,115.79998402794574,112.85673148895624,115.60698699951172,5397949,0.0,0.0
2023-05-02 00:00:00+05:30,116.66848601146741,119.17748420649971,116.23423165159572,118.3089828491211,7000806,0.0,0.0
2023-05-03 00:00:00+05:30,118.35723132030043,122.45848062199849,117.97122991355008,118.74323272705078,6395221,0.0,0.0
2023-05-04 00:00:00+05:30,119.5152354814149,121.58998672741117,117.92298418274963,120.91448974609375,3601782,0.0,0.0
2023-05-05 00:00:00+05:30,120.91448659747839,121.83123352858921,119.2739824018528,120.48023223876953,3283608,0.0,0.0
2023-05-08 00:00:00+05:30,120.91449092988877,121.92773641178493,113.58048576876321,114.40074157714844,6503154,0.0,0.0
2023-05-09 00:00:00+05:30,114.88324187818289,115.89648736315698,108.27298662505969,108.90023803710938,7411372,0.0,0.0
2023-05-10 00:00:00+05:30,108.46598462982524,113.62873235567827,106.72898195460154,112.7602310180664,8453446,0.0,0.0
2023-05-11 00:00:00+05:30,113.67699103343521,115.4622393738969,112.18123824521965,112.85673522949219,4715775,0.0,0.0
2023-05-12 00:00:00+05:30,112.85673289940465,114.83498559621819,112.47073883771256,114.35248565673828,3979694,0.0,0.0
2023-05-15 00:00:00+05:30,114.49723706304897,115.12448845658282,110.00998615529427,110.63723754882812,3305819,0.0,0.0
2023-05-16 00:00:00+05:30,109.09323470190986,111.26448433882423,107.69398051847969,108.12823486328125,4956767,0.0,0.0
2023-05-17 00:00:00+05:30,108.61074263310351,110.5889880278633,107.54923684399361,109.28623962402344,2763416,0.0,0.0
2023-05-18 00:00:00+05:30,110.00998030393127,111.11973157771574,109.14147898695367,110.15473175048828,3587073,0.0,0.0
2023-05-19 00:00:00+05:30,109.5274890148069,110.83023741167302,106.14998935355734,110.29949188232422,4470335,0.0,0.0
2023-05-22 00:00:00+05:30,110.29948342341176,110.49248044430757,107.5974809566838,107.98348236083984,2302016,0.0,0.0
2023-05-23 00:00:00+05:30,106.14999225512159,107.01849366422744,97.65798992976579,98.81599426269531,26883618,0.0,0.0
2023-05-24 00:00:00+05:30,98.52647641508074,105.66747628488848,96.16222989063846,104.70247650146484,22708506,0.0,0.0
